city;year;gdp_per;gdp_growth;private_inv;pub_inv;export;import;violence;HDI;educ_superior;primary_enrolls;density_pop;value_add;agriculture_add;industry_add;services_add;eletricity;tax_revenue;hosp_rooms;hosp_rooms_per;jobs;jobs_revenue;population;urban_pop;rural_pop;olding;urbing;fundamental
Alfredo Marcondes;2008;7719,84;0,186280292;;;;;16;;;89,72;32,42;28480,07;3888,23;5470,38;19121,47;4904;12171291;;;476;898,23;3874;3124;750;104,36;80,64;58
Alfredo Marcondes;2009;8875,17;0,150251148;;;;;37;;;92,58;32,44;32820,87;4865,6;6781,2;21174,07;5127;11210458;;;462;1001,66;3876;3188;688;111,34;82,25;46
Alfredo Marcondes;2010;9435,36;0,066683973;;;76379;100168;9;0,741;6,95;95,28;32,85;35289,59;4626,74;8298,89;22363,96;5309;13575053;;;521;1180,35;3889;3253;636;117,56;83,65;47
Alfredo Marcondes;2011;10007,77;0,06230346;;;612612;171042;9;;;97,68;32,9;37381,95;4344,94;8962,58;24074,42;5639;12738146;;;659;1334,57;3895;3292;603;121,8;84,52;37
Alfredo Marcondes;2012;13664,8;0,367171041;;;924462;197866;20;;;97,85;32,94;47083,59;4258,13;13928,84;28896,62;6298;;;;840;1325,38;3900;3329;571;125,31;85,36;47
Alfredo Marcondes;2013;16831,62;0,233329662;;;1300130;507430;17;;;100,25;32,98;55910,57;4783,98;16076,55;35050,05;6449;;;;829;1524,42;3905;3363;542;129,89;86,12;35
Alfredo Marcondes;2014;18847,57;0,121205164;;;1965943;1688068;29;;;99,75;33,02;58904,24;4919,54;15272,5;38712,2;7124;;;;815;1674,55;3910;3397;513;134,36;86,88;
Alfredo Marcondes;2015;;;;;2462472;1858164;15;;;99,22;32,93;;;;;7089;;;;786;1857,76;3916;3429;487;139,4;87,56;
Alfredo Marcondes;2016;;;;;;;0;;;101,34;32,95;;;;;;;;;;;3919;3458;461;143,84;88,24;
Altair;2000;;;;;;;0;0,605;1,57;;11,16;;;;;;12471765;;;640;431,09;3527;2548;979;30,6;72,24;
Altair;2001;;;;;;;25;;;;11,25;;;;;4843;13254416;;;612;513,84;3555;2590;965;31,72;72,86;50
Altair;2002;11510,65;;;;;;24;;;;11,34;40757,61;25607,41;2356,02;12794,18;5215;11487521;;;597;549,42;3585;2635;950;33,09;73,5;39
Altair;2003;12450,29;0,088873148;;;;;38;;;;11,42;44288,96;28743,76;2035,27;13509,93;6525;...;;;717;604,3;3609;2680;929;34,61;74,26;36
Altair;2004;12729,29;0,028641705;;;;;46;;;;11,49;45726,45;29112,13;2507,67;14106,65;6672;10684655;;;620;698,38;3631;2726;905;36,34;75,08;46
Altair;2005;13831,41;0,094063095;;;;;27;;;;11,57;48877,9;29626,67;2886,96;16364,27;6595;...;;;545;826,95;3656;2773;883;38,23;75,85;51
Altair;2006;16164,98;0,177985961;;;;;29;;;;11,66;55914,85;35141,13;2569,59;18204,14;6084;14005214;;;545;925,21;3685;2821;864;40,02;76,55;
Altair;2007;18778,64;0,173350208;;;;;29;;;87,37;11,78;67900,86;44689,17;3019,79;20191,9;8298;13905057;;;573;957,85;3722;2870;852;41,5;77,11;31
Altair;2008;15717,7;-0,154905229;;;;;34;;;87,1;11,89;58165,76;33969,89;2634,86;21561,02;8008;16012390;;;606;1065,31;3758;2919;839;43,17;77,67;41
Altair;2009;19526,69;0,251593568;;;;;23;;;89,17;11,98;73825,09;46448,64;3359,99;24016,46;9144;15431011;;;681;1205,89;3786;2969;817;45,48;78,42;60
Altair;2010;19643,74;0,013168887;;;;;14;0,687;5,15;87,96;12,15;73437,14;43871,79;4716;24849,35;12130;16267453;;;700;1334,08;3813;3020;793;46,97;79,2;61
Altair;2011;22611,78;0,158036565;;;;;24;;;84,97;12,22;85155,84;52801,57;5147,57;27206,7;11688;16938844;;;694;1465,65;3836;3062;774;49,26;79,82;47
Altair;2012;23998,26;0,067956916;;;;;17;;;87,01;12,3;90873,68;44577,97;5205,03;41090,68;9538;;;;695;1573,08;3860;3104;756;51,34;80,41;45
Altair;2013;24913,31;0,044315823;;;;;37;;;88,51;12,37;95498,84;56305;5673,58;33520,26;7466;;;;688;1768,23;3883;3145;738;53,75;80,99;46
Altair;2014;25054,88;0,011898274;;;;;26;;;82,88;12,45;96179,07;54342,21;5009,69;36827,17;11430;;;;688;1943,64;3907;3186;721;56,61;81,55;
Altair;2015;;;;;;;30;;;84,98;12,52;;;;;9483;;;;638;2151,67;3931;3227;704;59,26;82,09;
Altair;2016;;;;;;;0;;;85,86;12,59;;;;;;;;;;;3951;3264;687;61,55;82,61;
Altinópolis;2000;;;;;;;0;0,658;6,36;;16,64;;;;;;54720483;;;2589;402,02;15463;12532;2931;41,6;81,05;
Altinópolis;2001;;;;;;;187;;;;16,71;;;;;21389;38635265;;;2539;401,76;15529;12621;2908;43,77;81,27;199
Altinópolis;2002;8928,5;;;;;;182;;;;16,77;134461,34;63834,13;7727,27;62899,93;20566;...;;;2748;429,39;15586;12730;2856;46,19;81,68;173
Altinópolis;2003;7522,09;-0,155410462;;;239860;;158;;;;16,81;112166,68;41700,06;5233,43;65233,18;20455;...;;;2758;506,27;15625;12840;2785;48,62;82,18;182
Altinópolis;2004;9214,9;0,227631799;;;285270;439884;155;;;;16,85;138059,18;54277,81;6410,09;77371,28;22251;36854984;;;2728;519,54;15658;12951;2707;51,16;82,71;163
Altinópolis;2005;11916,25;0,2943068;;;19785;302938;180;;;;16,86;181159,97;81352,05;8920,94;90886,98;21893;37983086;;;3066;716,58;15672;13063;2609;54,07;83,35;175
Altinópolis;2006;14558,37;0,221802086;;;133947;499041;142;;;;16,86;221376,33;113916,8;7788,47;99671,06;23099;44584852;;;3248;702,82;15673;13176;2497;56,75;84,07;
Altinópolis;2007;14814,1;0,018019983;;;574824;417075;161;;;92,41;16,87;225155,07;117327,75;6577,32;101250;23019;42468199;;;3287;788,18;15680;13290;2390;59,88;84,76;149
Altinópolis;2008;15740,01;0,062163065;;;502952;371106;165;;;99,25;16,87;237107,55;107573,78;9679,32;119854,45;24930;46306958;30;1,91;3426;856,78;15675;13405;2270;63,14;85,52;162
Altinópolis;2009;13531,8;-0,141993062;;;90540;318898;155;;;100,54;16,83;204895,61;80064,2;9188,41;115643,01;24730;46486716;30;1,92;3431;941,7;15644;13521;2123;66,57;86,43;154
Altinópolis;2010;16360,51;0,206105293;;7331090,02;260693;550921;197;0,73;10,87;100,23;16,8;244111,98;87404,04;12449,13;144258,82;26519;51458301;30;1,92;3534;1046,78;15606;13635;1971;70,28;87,37;164
Altinópolis;2011;16908,11;0,032874628;;;;583652;193;;;98,79;16,79;249864,29;74674,71;15780,56;159409,02;26648;53673799;30;1,92;3328;1170,83;15597;13708;1889;74,4;87,89;156
Altinópolis;2012;18004,03;0,06420193;;;;710178;193;;;97,48;16,78;263818,82;63219,04;18229,99;182369,79;28919;;30;1,92;3644;1317,06;15588;13778;1810;78,73;88,39;131
Altinópolis;2013;21576,2;0,197794267;;;1967500;755918;155;;;101,58;16,77;321500,13;90512,58;20093,15;210894,4;28866;;31;1,99;3856;1446,9;15580;13846;1734;83,36;88,87;168
Altinópolis;2014;25553,31;0,183644471;;2388336,45;1809278;477269;172;;;101,32;16,76;382114,93;124250,74;20891,34;236972,86;31627;;31;1,99;3789;1539,79;15571;13910;1661;88,06;89,33;
Altinópolis;2015;;;;;;104728;220;;;104,51;16,75;;;;;30608;;31;1,99;4043;1637,62;15562;13972;1590;93,21;89,78;
Altinópolis;2016;;;;;;;0;;;103,47;16,75;;;;;;;31;1,99;;;15560;14037;1523;96,76;90,21;
Alto Alegre;2000;;;;;;;0;0,616;4,08;;13,41;;;;;;11246205;;;491;434,8;4266;3021;1245;65,95;70,82;
Alto Alegre;2001;;;;;;;32;;;;13,36;;;;;5188;10901608;;;537;442,87;4250;3036;1214;68,98;71,44;63
Alto Alegre;2002;8387,4;;;;;;49;;;;13,32;34344,16;16481,77;4521,08;13341,31;6884;10956842;;;545;522,14;4238;3057;1181;73,45;72,13;40
Alto Alegre;2003;9202,9;0,092310791;;;;;53;;;;13,26;37651,02;18156,18;5021,45;14473,39;5368;8668308;;;544;705,56;4219;3079;1140;77,8;72,98;52
Alto Alegre;2004;10217,39;0,106024537;;;126836;;40;;;;13,21;41796,73;19283,88;6748,53;15764,32;5859;9402125;;;578;703,86;4203;3101;1102;81,8;73,78;29
Alto Alegre;2005;9547,6;-0,069110302;;;56663;;50;;;;13,16;38887,02;14289,73;7840,56;16756,73;5741;10271959;;;430;829,3;4187;3123;1064;86,33;74,59;48
Alto Alegre;2006;12894,73;0,343153186;;;;;61;;;;13,09;52349,7;23548,16;8994,1;19807,44;5578;12073051;;;503;819,59;4164;3145;1019;91,15;75,53;
Alto Alegre;2007;14382,24;0,110804536;;;;;37;;;91,94;13,03;57899,87;24356;10061,5;23482,37;5983;12705999;;;508;845,09;4147;3167;980;96,32;76,37;37
Alto Alegre;2008;13849,66;-0,041210097;;;;;35;;;87,6;12,98;55091,86;18633,87;11041,22;25416,76;5836;13624389;22;5,33;518;927,86;4129;3189;940;102,1;77,23;48
Alto Alegre;2009;17761,41;0,279648686;;;;;24;;;98,74;12,95;70672,49;25408,36;16134,77;29129,36;5601;14139294;22;5,34;615;1049,91;4120;3212;908;107,84;77,96;59
Alto Alegre;2010;14393,48;-0,192964377;;;;878;22;0,7;5,35;101,32;12,86;57601,48;26864,11;3329,39;27407,98;5883;16104822;22;5,36;595;1153,8;4103;3235;868;112,85;78,84;48
Alto Alegre;2011;16360,29;0,134705986;;;;453;14;;;102,49;12,84;65169,95;29495,94;4140,37;31533,64;6242;16767353;22;5,37;650;1225,45;4096;3258;838;118,34;79,54;37
Alto Alegre;2012;19606,9;0,196103876;;;;19181;18;;;96,04;12,81;78235,88;38553,32;4342,84;35339,71;6678;;22;5,38;683;1359,37;4088;3279;809;124,08;80,21;45
Alto Alegre;2013;17905,79;-0,088100893;;512000;;257685;19;;;94,96;12,79;70528,33;26076,78;5623,84;38827,71;32037;;22;5,39;716;1441,56;4082;3301;781;129,97;80,87;50
Alto Alegre;2014;22498,09;0,254007583;;;;65973;27;;;91,6;12,77;88241,26;33032,47;9183,08;46025,71;34094;;22;5,4;751;1583,2;4074;3321;753;136,42;81,52;
Alto Alegre;2015;;;;;;27233;26;;;93,16;12,76;;;;;30034;;22;5,41;543;1921,6;4067;3340;727;142,81;82,12;
Alto Alegre;2016;;;;;;;0;;;94,62;12,73;;;;;;;22;5,42;;;4057;3356;701;146,56;82,72;
Alumínio;2000;;;;;;;0;0,682;3,75;;181,96;;;;;;52990230;;;5077;1370;15237;13713;1524;21,39;90;
Alumínio;2001;;;;;;;206;;;;184,19;;;;;2541035;62392470;;;5104;1456,69;15424;13739;1685;22,46;89,08;299
Alumínio;2002;35961,29;;;;;;205;;;;186,29;416842,67;2202,26;264406,72;150233,69;3001413;67793526;;;5604;1582,23;15600;13780;1820;23,72;88,33;276
Alumínio;2003;45251,48;0,272777419;;;244666399;;240;;;;188,43;539030,26;3082,01;365902,6;170045,64;3715459;60029235;;;5815;1830;15779;13821;1958;24,97;87,59;262
Alumínio;2004;66111,97;0,477841621;;;315483802;;277;;;;190,6;767539,2;2969,11;574811,7;189758,39;4390207;62015470;;;6272;1931,61;15961;13862;2099;26,29;86,85;316
Alumínio;2005;71912,98;0,09994422;;;345323961;;233;;;;192,74;847946,43;4029,95;628032,14;215884,34;4384060;75121786;;;6852;2183,32;16140;13903;2237;27,67;86,14;252
Alumínio;2006;86732,04;0,217203386;;;455832736;187034;276;;;;194,52;938741,63;3625,8;666939,8;268176,03;5042435;95748181;;;7223;2392,92;16289;13944;2345;29,14;85,6;
Alumínio;2007;96428,57;0,120398785;;;516822610;406510;271;;;112,09;196,02;1027694,77;6062,55;721318,62;300313,6;6034630;93792754;;;7532;2460,2;16415;13985;2430;30,75;85,2;190
Alumínio;2008;91590,43;-0,042419585;;;394953407;2830258;190;;;110,55;197,62;963284,93;4150,5;643854,37;315280,06;5984454;103828955;;;7654;2679,67;16549;14027;2522;32,42;84,76;236
Alumínio;2009;90564,1;-0,002960243;;;352409552;714501;178;;;115,44;199,27;994439,19;3419,25;689018,21;302001,73;5895658;97439273;;;6783;2857,98;16687;14069;2618;34,23;84,31;200
Alumínio;2010;93107,58;0,036587018;;;231375567;14724886;154;0,766;5,97;116,39;201,11;1135162,53;2782,57;797545,1;334834,86;5490152;96794150;;;6979;3227,75;16825;14111;2714;36,01;83,87;199
Alumínio;2011;101544,74;0,098136566;;17880659,25;228336449;8331614;180;;;116,28;202,5;1309725,74;2341,74;932140,67;375243,34;5453971;73857295;;;7295;3360,86;16941;14209;2732;37,99;83,87;246
Alumínio;2012;97301,9;-0,035108594;;;239244879;14893488;178;;;117,18;203,91;1176163,41;1887,28;796845,62;377430,52;5971510;;;;6961;3425,67;17059;14308;2751;40,16;83,87;217
Alumínio;2013;89244,54;-0,076517214;;;77242697;15700607;153;;;114,8;205,31;1161468,74;776,53;756791,32;403900,89;5233381;;;;7123;3233,03;17176;14406;2770;42,44;83,87;203
Alumínio;2014;88267,32;-0,004040005;;;54812540;12817519;186;;;110,51;206,74;1205171,85;807,9;764938,59;439425,36;3682953;;;;6893;3470,64;17296;14506;2790;44,84;83,87;
Alumínio;2015;;;;;55298004;12960687;163;;;111,05;208,16;;;;;3669361;;;;6479;3504,73;17415;14606;2809;47,5;83,87;
Alumínio;2016;;;;;;;0;;;110,38;209,48;;;;;;;;;;;17525;14698;2827;49,75;83,87;
Álvares Florence;2000;;;;;;;0;0,665;6,13;;11,94;;;;;;12310556;;;488;382,51;4322;2658;1664;69,9;61,5;
Álvares Florence;2001;;;;;;;21;;;;11,85;;;;;4501;11929278;;;590;419,09;4289;2652;1637;74,42;61,83;53
Álvares Florence;2002;8096,17;;;;;;12;;;;11,77;33013,58;7103,67;12971,33;12938,59;4596;10896704;;;507;497,8;4260;2652;1608;79,48;62,25;45
Álvares Florence;2003;10128,93;0,239623273;;;;;15;;;;11,67;41105,93;8505,01;18067,91;14533,01;4872;9308486;;;615;547,1;4221;2652;1569;83,94;62,83;63
Álvares Florence;2004;14525,26;0,417729856;;;;;21;;;;11,53;59067,35;10136,16;31822,69;17108,5;5619;9872970;;;939;523,54;4173;2652;1521;89,16;63,55;54
Álvares Florence;2005;18192,15;0,238043011;;;;;35;;;;11,4;73519,37;10811,97;42019,81;20687,58;7117;10894401;;;1108;577,94;4125;2652;1473;95,12;64,29;47
Álvares Florence;2006;13073,77;-0,289713555;;;;;40;;;;11,27;51649,68;12817,73;20379,31;18452,64;6169;13354904;;;835;723,31;4077;2652;1425;102,17;65,05;
Álvares Florence;2007;15621,11;0,182241228;;;;;46;;;89,92;11,15;61109,65;14670,47;25389,92;21049,26;5925;14094912;;;905;709,38;4034;2652;1382;108,3;65,74;41
Álvares Florence;2008;18164,6;0,151293768;;;;;29;;;92,58;11,04;70323,38;14980,13;31514,63;23828,62;5982;16325024;;;1046;778,89;3994;2652;1342;114,91;66,4;34
Álvares Florence;2009;23148,45;0,259375369;;;;;47;;;93,67;10,91;88724,02;16294,82;45927,57;26501,63;6886;14455687;;;1170;792,46;3947;2652;1295;123,03;67,19;44
Álvares Florence;2010;23840,4;0,017628149;;;1800;;44;0,728;6,95;93,16;10,75;91113,52;16882,64;48475,65;25755,23;7875;17008608;;;1103;920,89;3900;2650;1250;130,13;67,95;33
Álvares Florence;2011;24781,79;0,031491144;;;;;41;;;93,47;10,66;94167,22;18096,5;47772,32;28298,4;8035;17025239;;;1290;1021,47;3870;2653;1217;139,59;68,55;35
Álvares Florence;2012;29114,75;0,166040564;;;;;26;;;101,07;10,58;109840,16;24804,27;49412,71;35623,18;8114;;;;1344;1152,4;3841;2656;1185;150,18;69,15;44
Álvares Florence;2013;25627,04;-0,126666741;;;;;33;;;103,94;10,5;95656,51;30588,87;27001,74;38065,9;8494;;;;901;1407,56;3811;2657;1154;160,52;69,72;28
Álvares Florence;2014;22860,36;-0,114513298;;;;;40;;;105,07;10,42;84649,31;33918,97;10742,87;39987,48;8787;;;;672;1540,43;3783;2659;1124;172,69;70,29;
Álvares Florence;2015;;;;;;;58;;;108,18;10,36;;;;;8511;;;;651;1527,98;3754;2660;1094;184,77;70,86;
Álvares Florence;2016;;;;;;;0;;;105,19;10,29;;;;;;;;;;;3727;2662;1065;193,23;71,42;
Álvares Machado;2000;;;;;;;0;0,661;4,39;;65,33;;;;;;36683338;;;1424;518,58;22622;20061;2561;34,96;88,68;
Álvares Machado;2001;;;;;;;173;;;;65,72;;;;;20651;33816267;;;1544;524,61;22757;20165;2592;37,09;88,61;227
Álvares Machado;2002;4822,19;;;;;;150;;;;66,06;98950,56;9418,16;22092,83;67439,57;20602;30659653;;;1711;621,21;22876;20275;2601;39,36;88,63;174
Álvares Machado;2003;5357,62;0,116279392;;;3638605;;199;;;;66,37;109232,61;8200,95;26466,73;74564,92;21680;...;;;1808;647,87;22984;20386;2598;41,72;88,7;215
Álvares Machado;2004;5669,82;0,064856784;;;4014442;47771;224;;;;66,79;118058,17;9526,6;28728,47;79803,09;22896;28203416;;;1932;691,1;23127;20497;2630;44,27;88,63;235
Álvares Machado;2005;6262,61;0,110951155;;;4163054;29165;184;;;;67,17;131589,19;10451,8;30226,57;90910,82;23581;35998575;;;2142;743,52;23261;20609;2652;46,92;88,6;266
Álvares Machado;2006;7170,18;0,149497781;;;7318467;7286;227;;;;67,44;151860,09;12721,09;34947,18;104191,82;23765;...;;;2223;848,03;23354;20721;2633;49,81;88,73;
Álvares Machado;2007;7676,53;0,074055995;;;6852790;155339;200;;;94,16;67,66;163023,27;11651,25;38487,78;112884,25;25049;43723546;;;2373;958,5;23429;20834;2595;52,76;88,92;262
Álvares Machado;2008;8329,63;0,087068942;;;5056087;121368;203;;;93,97;67,78;175043,02;9194,7;42433,37;123414,95;25586;...;20;0,85;2541;1074,52;23472;20948;2524;55,93;89,25;222
Álvares Machado;2009;8780,45;0,055065705;;;6145028;144526;199;;;93,6;67,84;185895,19;11496,57;41376,6;133022,02;27269;...;20;0,85;2523;1160,99;23493;21062;2431;59,32;89,65;238
Álvares Machado;2010;10064,06;0,146824467;;200000;10417637;10084;141;0,758;9,13;93,32;67,67;212081,95;10462,15;47665,07;153954,73;29424;54040485;20;0,85;2874;1208,49;23506;21177;2329;62,78;90,09;272
Álvares Machado;2011;11579,71;0,151530155;;;5739118;305997;153;;;95,7;67,72;243543,82;12597,24;57206,71;173739,88;31064;52476851;20;0,85;3243;1316,06;23525;21224;2301;66,33;90,22;231
Álvares Machado;2012;13342,94;0,153199753;;;9825660;65737;171;;;96,76;67,78;280428,77;14910,11;67289,55;198229,11;33444;;20;0,85;2942;1485,24;23544;21272;2272;70,19;90,35;283
Álvares Machado;2013;15269,94;0,145392622;;75000;7971485;615173;236;;;104,04;67,83;322842,72;25966,88;64613,54;232262,3;34703;;20;0,85;3305;1594,69;23564;21319;2245;74,22;90,47;210
Álvares Machado;2014;16531,37;0,083481467;;;5260064;516752;189;;;106,55;67,89;347156,54;24847,31;67847,12;254462,12;37050;;20;0,85;3413;1803,09;23583;21366;2217;78,36;90,6;
Álvares Machado;2015;;;;;4734148;526264;185;;;109,74;67,89;;;;;36993;;20;0,85;3580;1937,38;23602;21412;2190;82,88;90,72;
Álvares Machado;2016;;;;;;;0;;;111,41;68;;;;;;;20;0,85;;;23639;21474;2165;87,06;90,84;
Álvaro de Carvalho;2000;;;;;;;0;0,56;1,97;;26,86;;;;;;11865888;;;421;382,96;4099;2431;1668;34,94;59,31;
Álvaro de Carvalho;2001;;;;;;;12;;;;27,23;;;;;3688;10831334;;;421;413,54;4156;2481;1675;36,44;59,7;38
Álvaro de Carvalho;2002;3398,43;;;;;;38;;;;27,6;13887,74;3885,9;1136,37;8865,47;3668;10660508;;;403;454,54;4213;2529;1684;37,97;60,03;37
Álvaro de Carvalho;2003;3317,21;-0,012083039;;;;;36;;;;27,94;13674,63;3346,63;1020,16;9307,85;4073;8442162;;;396;501,12;4264;2578;1686;40,17;60,46;52
Álvaro de Carvalho;2004;3722,75;0,136990892;;;;;57;;;;28,31;15588,45;4624,01;1109,85;9854,59;4028;...;;;1087;645,55;4320;2628;1692;42,18;60,83;58
Álvaro de Carvalho;2005;4352,01;0,183914335;;;;;62;;;;28,67;18541,32;5341,53;1345,82;11853,96;4436;9222944;;;1081;652,41;4375;2679;1696;43,93;61,23;42
Álvaro de Carvalho;2006;4728,89;0,101252992;;;;;37;;;;29,05;20363,84;5857,05;1218,66;13288,13;4624;10722668;;;914;713,99;4434;2731;1703;45,95;61,59;
Álvaro de Carvalho;2007;5314,23;0,138479361;;;;;20;;;100,54;29,43;23007,1;6488,33;1198,19;15320,58;5020;12117729;;;773;747,08;4492;2784;1708;48,02;61,98;45
Álvaro de Carvalho;2008;6035,87;0,149953229;;;;;14;;;105,47;29,8;26441,93;7245,36;1189,25;18007,32;5147;14242381;;;798;812,17;4548;2838;1710;50,11;62,4;31
Álvaro de Carvalho;2009;6206,28;0,040441337;;;;;32;;;106,3;30,15;27758,61;7109,14;1326,51;19322,96;5216;13411343;;;569;887,22;4602;2893;1709;51,81;62,86;44
Álvaro de Carvalho;2010;6484,71;0,054626403;;;;;20;0,688;2,87;106,9;30,33;29886,43;7866,89;1806,27;20213,27;5479;12099530;;;440;1015,16;4645;2949;1696;55,33;63,49;55
Álvaro de Carvalho;2011;8707,47;0,35404336;;;;;16;;;99,01;30,58;40364,4;15333,17;2238,49;22792,73;5574;...;;;366;1135,02;4684;2993;1691;57,16;63,9;44
Álvaro de Carvalho;2012;7968,34;-0,077264655;;;;;30;;;99,8;30,84;36979,46;9705,9;2077,37;25196,19;5716;;;;340;1304,64;4723;3036;1687;58,87;64,28;36
Álvaro de Carvalho;2013;7653,97;-0,031317815;;1162680,6;;;29;;;100,62;31,1;35529,52;5078,08;2053,62;28397,83;5920;;;;359;1443,34;4763;3081;1682;60,52;64,69;55
Álvaro de Carvalho;2014;8273,55;0,090026679;;;;;21;;;94,5;31,36;38490,36;4202,22;2222,6;32065,54;6166;;;;433;1589,58;4803;3126;1677;62,52;65,08;
Álvaro de Carvalho;2015;;;;;;;30;;;95,01;31,52;;;;;5699;;;;418;1647,38;4843;3171;1672;64,41;65,48;
Álvaro de Carvalho;2016;;;;;;;0;;;94,62;31,78;;;;;;;;;;;4883;3216;1667;65,34;65,86;
Alvinlândia;2000;;;;;;;0;0,555;6,42;;33,33;;;;;;8797558;;;483;351,85;2834;2428;406;37,13;85,67;
Alvinlândia;2001;;;;;;;10;;;;33,62;;;;;2206;8230000;;;495;374,47;2859;2450;409;38,2;85,69;38
Alvinlândia;2002;4068,44;;;;;;7;;;;33,75;11276;2706,31;1069,67;7500,02;2175;8445952;;;445;426,76;2870;2476;394;39,67;86,27;26
Alvinlândia;2003;4473,98;0,10351109;;;;;5;;;;33,87;12394,14;2934,13;1087,45;8372,55;2383;7724084;;;496;478,08;2880;2502;378;41,17;86,88;36
Alvinlândia;2004;5293,64;0,189777782;;;;;15;;;;34,05;14881,3;3817,29;1002,67;10061,34;2513;7219259;;;304;621,07;2896;2528;368;42,58;87,29;22
Alvinlândia;2005;6066,89;0,154779043;;;;;11;;;;34,31;17273;5154,15;1445,05;10673,79;2585;8355004;;;294;674,56;2918;2555;363;44,3;87,56;24
Alvinlândia;2006;6658,61;0,105430716;;;;;23;;;;34,56;18960,25;5518,91;1253,32;12188,02;2721;11382813;;;295;737,04;2939;2582;357;45,7;87,85;
Alvinlândia;2007;9780,32;0,470822932;;;;;19;;;106,29;34,61;28114,4;11914,76;1590,16;14609,48;2967;10631288;;;312;837,61;2943;2609;334;47,32;88,65;27
Alvinlândia;2008;7382,76;-0,243858893;;;;;15;;;100,84;34,67;20923,16;4243,34;1305,36;15374,46;3107;11893758;;;342;871,97;2948;2636;312;50,13;89,42;16
Alvinlândia;2009;8179,3;0,113905381;;;;;19;;;98,11;34,85;23507,85;5461,88;1489,92;16556,04;3164;12631858;;;333;1029,34;2964;2664;300;52,32;89,88;27
Alvinlândia;2010;10418,66;0,288824697;;;;;17;0,722;6,61;98,29;35,37;31783,31;11549,64;1855,9;18377,78;3377;13007299;;;379;1140,7;2999;2692;307;54,53;89,76;42
Alvinlândia;2011;9823,67;-0,051134609;;3436881,75;;;17;;;100,66;35,59;29065,6;6883,59;2061,28;20120,73;3469;14167011;;;366;1231,24;3018;2718;300;56,19;90,06;40
Alvinlândia;2012;11386,94;0,166046161;;;;;19;;;103,91;35,8;33788,82;7692,53;2366,28;23730,01;3962;;;;397;1425,41;3036;2743;293;58,36;90,35;23
Alvinlândia;2013;12825,37;0,133371419;;509999,99;;;21;;;110,07;36,03;38266,83;8938,17;2748,12;26580,54;4052;;;;374;1522,36;3055;2769;286;61,04;90,64;26
Alvinlândia;2014;13171,55;0,033379273;;;;;28;;;111,91;36,25;39703,7;8920,91;2730,27;28052,52;4291;;;;370;1612,33;3074;2794;280;63,16;90,89;
Alvinlândia;2015;;;;;;;17;;;106,44;36,44;;;;;4144;;;;333;1848,75;3093;2819;274;65,38;91,14;
Alvinlândia;2016;;;;;;;0;;;106,12;36,63;;;;;;;;;;;3109;2841;268;66,96;91,38;
Americana;2000;;;;;;;0;0,735;9,53;;1364,21;;;;;;545353123;;;51508;756,56;182300;181867;433;43,09;99,76;
Americana;2001;;;;;;;4483;;;;1386,75;;;;;1302597;594867389;;;52504;827,31;185311;184843;468;45,17;99,75;3182
Americana;2002;16547,93;;;;;;5983;;;;1408,71;2568212,8;6530,28;1180770,05;1380912,47;1323455;441461400;;;54309;896,45;188246;187738;508;47,36;99,73;3154
Americana;2003;19945,34;0,223574918;;;261312023;;5339;;;;1430,06;3170922,21;4574,04;1526700,81;1639647,36;1331531;389093712;;;54590;1033,27;191099;190547;552;49,66;99,71;2814
Americana;2004;22225,96;0,130828311;;;272034400;273644024;5312;;;;1451,22;3484296,43;3938,58;1714138,6;1766219,25;1422066;410943179;;;56692;1065,12;193926;193327;599;52,07;99,69;2912
Americana;2005;22546,41;0,029650327;;;288355138;293373849;5340;;;;1473,01;3723928,6;4183,32;1716579,37;2003165,92;1424537;488748902;;;61348;1137,46;196838;196188;650;54,62;99,67;2769
