city;year;gdp_per;gdp_growth;private_inv;pub_inv;export;import;violence;HDI;educ_superior;primary_enrolls;density_pop;value_add;agriculture_add;industry_add;services_add;eletricity;tax_revenue;hosp_rooms;hosp_rooms_per;jobs;jobs_revenue;population;urban_pop;rural_pop;olding;urbing;fundamental
Nova Castilho;2003;11057,05;0,128888074;;;;;5;;;;5,57;11141,13;5861,92;385,89;4893,31;1420;...;;;184;651,25;1024;551;473;52,7;53,81;18
Nova Castilho;2004;12342,49;0,126065806;;;;;7;;;;5,62;12605,54;6969,86;444,63;5191,05;1493;8122116;;;191;663,1;1033;575;458;54,58;55,66;17
Nova Castilho;2005;11538,73;-0,054261286;;;;;10;;;;5,69;11966,03;5616,51;466,38;5883,13;1568;8782995;;;199;653,08;1045;600;445;55,79;57,42;18
Nova Castilho;2006;22805,42;0,999120084;;;;;3;;;;5,75;23996,32;14754,84;793,06;8448,43;1726;10947191;;;190;721,06;1057;626;431;58,33;59,22;
Nova Castilho;2007;24210,39;0,074663155;;;;;6;;;107,28;5,82;25703,81;15706,97;784,47;9212,37;1794;12381617;;;209;754,55;1070;653;417;61,6;61,03;15
Nova Castilho;2008;21549,71;-0,094092633;;;;;4;;;101,99;5,92;23157,88;12442,11;716,35;9999,42;1995;16374655;;;222;1171,53;1089;682;407;63,33;62,63;14
Nova Castilho;2009;26956,26;0,269266219;;;;;5;;;107,24;6,01;29823,19;17494,14;901,95;11427,09;2154;12595895;;;222;1013,58;1105;712;393;65,83;64,43;22
Nova Castilho;2010;24769,36;-0,065328216;;;;;4;0,756;3,84;101,32;6,13;27699,41;15351,96;1096,8;11250,65;2352;14242534;;;230;1315,84;1124;745;379;70;66,28;12
Nova Castilho;2011;26993,37;0,095606226;;;;;7;;;90,34;6,17;30430,38;16770,91;1215,16;12444,3;2207;14445264;;;226;1405,04;1130;767;363;74,89;67,88;14
Nova Castilho;2012;25231,92;-0,06029176;;;;;9;;;92,81;6,2;28390,21;12850,81;1234,47;14304,94;2061;;;;247;1700;1136;788;348;78,22;69,37;19
Nova Castilho;2013;28364,83;0,131091641;;;;;9;;;98,51;6,24;32329,19;14729,15;1250,09;16349,94;2191;;;;240;2219,29;1143;810;333;82,27;70,87;13
Nova Castilho;2014;27116,17;-0,039003115;;;;;6;;;107,69;6,27;30747,87;13085,42;1068,98;16593,47;2939;;;;224;2217,13;1149;830;319;86,05;72,24;
Nova Castilho;2015;;;;;;;10;;;111,9;6,3;;;;;2426;;;;235;2293,08;1155;851;304;89,62;73,68;
Nova Castilho;2016;;;;;;;0;;;108;6,32;;;;;;;;;;;1159;869;290;92,42;74,98;
Nova Europa;2000;;;;;;;0;0,678;3,25;;45,29;;;;;;15798732;;;1625;484,13;7286;6456;830;34,26;88,61;
Nova Europa;2001;;;;;;;30;;;;46,39;;;;;7054;15571859;;;1749;573,29;7464;6627;837;35,1;88,79;115
Nova Europa;2002;7433,38;;;;;;37;;;;47,44;51099,9;15335,45;8353,87;27410,58;6936;17920583;;;1835;669,62;7632;6822;810;36,37;89,39;82
Nova Europa;2003;8328,04;0,14692855;;;;;35;;;;48,56;56434,67;14983,47;10004,7;31446,5;7369;17187387;;;2057;730,27;7813;7023;790;37,59;89,89;88
Nova Europa;2004;7914,33;-0,025472052;;;;;31;;;;49,8;58928,33;15559,33;10878,45;32490,56;7764;17520503;;;2516;748,7;8012;7230;782;38,59;90,24;95
Nova Europa;2005;10370,86;0,34522764;;;5784650;;31;;;;51,13;76503,11;17360,16;18829,53;40313,43;8406;19047433;;;2623;835,51;8225;7443;782;39,63;90,49;100
Nova Europa;2006;11452,93;0,132666966;;;20781056;;54;;;;52,44;87863,39;26645,29;17224,12;43993,98;8670;20989259;;;2993;1089,56;8436;7662;774;40,79;90,83;
Nova Europa;2007;12097,78;0,082599318;;;16032696;;49;;;101,88;53,74;92115,88;18390,09;24969,23;48756,57;9351;23185388;;;3170;1137,84;8646;7888;758;42,02;91,23;76
Nova Europa;2008;10960,54;-0,072522173;;;15524800;;49;;;96,43;55,02;87484,62;11750,47;21687,37;54046,79;9685;27123292;12;1,36;3095;1274,66;8851;8121;730;43,34;91,75;85
Nova Europa;2009;13373,69;0,248978784;;;30345782;;90;;;94,22;56,32;110440,74;9923,81;37310,42;63206,51;9920;26231533;12;1,32;3121;1383,38;9060;8360;700;44,88;92,27;74
Nova Europa;2010;20014,89;0,533093419;;;27586910;;37;0,765;8,16;92,51;57,88;168975,08;19571,42;70151,05;79252,61;10499;27444126;12;1,29;3537;1624,6;9281;8607;674;46,14;92,74;108
Nova Europa;2011;20441,73;0,037612331;;1429280,8;21686323;;70;;;91,28;58,8;176092,51;17811,14;72405,94;85875,44;11306;30684589;12;1,27;3510;1787,01;9429;8772;657;48,09;93,03;101
Nova Europa;2012;27421,42;0,362925778;;;43660973;3405;101;;;89,39;59,74;240164,58;21898,45;113750,92;104515,21;11794;;12;1,25;3631;1860,28;9580;8938;642;49,93;93,3;104
Nova Europa;2013;26259,06;-0,026994885;;408000;60646133;1541;80;;;89,15;60,7;232031,2;22078,83;95343,69;114608,69;12038;;12;1,23;3946;1912,68;9734;9106;628;52,11;93,55;107
Nova Europa;2014;27640,27;0,06946872;;;78916461;830;45;;;86,98;61,68;251215,45;20165,17;103713,35;127336,94;12650;;12;1,21;4035;2255,47;9890;9276;614;54,5;93,79;
Nova Europa;2015;;;;;68824822;;63;;;85,3;62,7;;;;;12382;;12;1,19;4039;2284,21;10048;9446;602;56,79;94,01;
Nova Europa;2016;;;;;;;0;;;85,73;63,55;;;;;;;12;1,18;;;10184;9595;589;58,9;94,22;
Nova Granada;2000;;;;;;;0;0,654;5,51;;31,96;;;;;;29453988;;;1415;508,08;16998;15020;1978;44,99;88,36;
Nova Granada;2001;;;;;;;156;;;;32,42;;;;;21839;29733401;;;1569;522,44;17241;15271;1970;46,82;88,57;226
Nova Granada;2002;6938,37;;;;;;220;;;;32,84;113706,76;35077,51;7078,14;71551,11;21762;30905872;;;1741;579,36;17464;15529;1935;48,72;88,92;248
Nova Granada;2003;6963,39;0,015675201;;;1145000;;274;;;;33,23;115952,54;35657,06;6607,92;73687,56;24236;27252598;;;1783;688,85;17674;15791;1883;50,66;89,35;236
Nova Granada;2004;6287,6;-0,087138696;;;847475;678696;304;;;;33,6;106172,26;29564,05;6378,37;70229,84;25930;26250068;;;1763;711,11;17868;16058;1810;52,71;89,87;237
Nova Granada;2005;6733,44;0,08205655;;;783617;991502;260;;;;33,95;116182,55;29912,36;7219,38;79050,81;27343;...;;;1783;792,53;18054;16329;1725;54,84;90,45;250
Nova Granada;2006;8182,59;0,228476844;;;1545145;1121003;248;;;;34,32;143084,8;44031,59;11118,89;87934,32;28809;31145591;;;2049;851,84;18251;16605;1646;57,16;90,98;
Nova Granada;2007;8854,24;0,094829601;;;2013245;988096;358;;;98,76;34,72;157012,31;50512,67;11203,42;95296,22;27678;32729800;;;1937;998,2;18466;16886;1580;59,54;91,44;186
Nova Granada;2008;8831,68;0,009821874;;;2672806;1230483;262;;;102,57;35,15;158069,27;41809,6;13566,63;102693,04;29645;37712482;222;11,87;2113;967,83;18695;17171;1524;61,96;91,85;197
Nova Granada;2009;10600,59;0,215763956;;;2399089;1248796;262;;;103,53;35,6;194059,71;56539,44;15930,06;121590,21;30169;37989161;222;11,72;2195;1072,02;18936;17461;1475;64,38;92,21;203
Nova Granada;2010;10946,5;0,044900851;;;2184882;660733;246;0,739;7,3;99,57;36,03;203933,25;47365,14;23497,24;133070,86;31704;38371954;193;10,07;2207;1203,48;19161;17757;1404;67,12;92,67;186
Nova Granada;2011;11857,02;0,09335477;;;1387021;703840;229;;;96,62;36,36;218781,08;43794,82;26520,73;148465,53;33116;39372405;193;9,98;2419;1357,94;19341;17958;1383;69,86;92,85;212
Nova Granada;2012;13408,36;0,141478684;;;2260964;2098987;218;;;97,36;36,71;248875,52;55058,26;24666,04;169151,23;35954;;193;9,89;2484;1372,35;19523;18157;1366;72,76;93;246
Nova Granada;2013;14788,15;0,113299819;;676757,96;2196813;1231530;191;;;96,07;37,05;279384,75;59430,21;25771,27;194183,28;37598;;193;9,79;2565;1549,74;19707;18354;1353;75,72;93,13;258
Nova Granada;2014;17143,09;0,170128006;;;2865417;1063413;199;;;98,89;37,4;325365,14;78205,68;23494,38;223665,08;39035;;193;9,7;2560;1654,09;19892;18549;1343;78,73;93,25;
Nova Granada;2015;;;;;3865960;877275;206;;;101,97;37,75;;;;;37699;;193;9,61;2554;1857,56;20079;18743;1336;82,01;93,35;
Nova Granada;2016;;;;;;;0;;;100,46;38,06;;;;;;;193;9,53;;;20245;18915;1330;84,38;93,43;
Nova Guataporanga;2000;;;;;;;0;0,639;5,41;;61,17;;;;;;7969815;;;184;414,08;2087;1728;359;69,34;82,8;
Nova Guataporanga;2001;;;;;;;10;;;;61,72;;;;;1773;7408959;;;198;356,16;2106;1742;364;70,56;82,72;17
Nova Guataporanga;2002;3730,3;;;;;;12;;;;62,13;7639,2;1170,14;654,04;5815,02;1873;...;;;203;421,59;2120;1758;362;74,23;82,92;29
Nova Guataporanga;2003;3932,81;0,057768859;;;;;7;;;;62,34;8071,27;1011,15;628,29;6431,83;1846;5666826;;;196;535,08;2127;1774;353;76,52;83,4;30
Nova Guataporanga;2004;3999,64;0,020340486;;;;;7;;;;62,54;8248,12;1246,77;645,91;6355,44;1844;5725170;;;198;562,07;2134;1790;344;79,44;83,88;12
Nova Guataporanga;2005;4483,28;0,127224308;;;;;9;;;;62,9;9336,5;1299,52;749,7;7287,28;2038;6640398;;;200;711,92;2146;1806;340;81,82;84,16;31
Nova Guataporanga;2006;4691,84;0,053344046;;;;;10;;;;63,31;9791,29;1136,98;664,37;7989,93;2072;7516162;;;191;848,53;2160;1822;338;84,06;84,35;
Nova Guataporanga;2007;5266,35;0,128165962;;;;;15;;;87,92;63,63;10988,13;1195,89;629,1;9163,13;2115;7945154;;;196;870,81;2171;1839;332;87,5;84,71;18
Nova Guataporanga;2008;6454,16;0,227805941;;;;;6;;;87,71;63,75;13509,87;1659,54;648,76;11201,57;2140;10440047;;;238;922,55;2175;1856;319;89,29;85,33;13
Nova Guataporanga;2009;6865,95;0,064780094;;;;;13;;;95,1;63,8;14476,61;2118,67;747,56;11610,38;2111;10094564;;;205;1052,43;2177;1873;304;93,02;86,04;21
Nova Guataporanga;2010;7644,28;0,112850125;;;;;8;0,726;8,48;89,44;63,77;16088,99;2266,2;1147,25;12675,54;2233;11278936;;;219;1156,97;2176;1889;287;95,04;86,81;23
Nova Guataporanga;2011;8093,11;0,059686328;;;;;10;;;91,14;63,83;17012,08;1922,68;1184,4;13905,01;2327;11600027;;;231;1188,55;2178;1898;280;100,74;87,14;24
Nova Guataporanga;2012;9652,84;0,193819858;;;;;17;;;94,68;63,89;20198,78;2086,79;1359,81;16752,18;2515;;;;248;1185,02;2180;1907;273;105,29;87,48;20
Nova Guataporanga;2013;11892,41;0,233140872;;509574,74;;;9;;;97,2;63,95;25120,39;2543,77;1652,66;20923,95;2665;;;;253;1430,04;2182;1916;266;111,81;87,81;23
Nova Guataporanga;2014;12390,77;0,042861002;;;;;4;;;91,67;64,01;26205,8;2091,12;1599,17;22515,5;2826;;;;231;1679,3;2184;1925;259;118,75;88,14;
Nova Guataporanga;2015;;;;;;;7;;;89,08;63,99;;;;;2672;;;;236;1770,15;2186;1934;252;127,04;88,47;
Nova Guataporanga;2016;;;;;;;0;;;89,24;64,02;;;;;;;;;;;2187;1941;246;132,18;88,75;
Nova Independência;2000;;;;;;;0;0,644;2,68;;7,77;;;;;;9150388;;;192;382,63;2062;1503;559;49,53;72,89;
Nova Independência;2001;;;;;;;11;;;;8,14;;;;;1713;9772744;;;219;449,79;2160;1574;586;48,82;72,87;28
Nova Independência;2002;6492,41;;;;;;20;;;;8,52;14309,26;6583,1;1170,54;6555,61;1659;10425084;;;246;501,7;2261;1652;609;49,21;73,07;15
Nova Independência;2003;6608,98;0,06162743;;;;;22;;;;8,89;15191,03;6685,75;1256,59;7248,7;1869;...;;;280;545,67;2358;1734;624;49,07;73,54;31
Nova Independência;2004;7071,73;0,111765344;;;;;18;;;;9,24;16776,61;6302,96;2029,63;8444,02;2013;9413741;;;269;582,55;2450;1820;630;48,52;74,29;29
Nova Independência;2005;7411,63;0,088276749;;;;;19;;;;9,59;18332,76;6199,82;2124,81;10008,14;2143;10448956;;;342;824,68;2544;1911;633;48,01;75,12;34
Nova Independência;2006;11988,56;0,679206267;;;;;28;;;;9,96;31041,2;15831,12;2353,51;12856,58;2349;12639166;;;542;929,74;2641;2006;635;47,67;75,96;
Nova Independência;2007;12881,72;0,11478038;;;;;31;;;99,52;10,33;33782,64;13422,82;4715,09;15644,73;2961;13546318;;;1056;1121,19;2740;2106;634;47,35;76,86;33
Nova Independência;2008;14395,95;0,15874271;;;;;43;;;110,61;10,71;38208,82;11900,7;5913,02;20395,1;3392;15697060;;;1029;1431,6;2841;2211;630;45,92;77,82;30
Nova Independência;2009;24630,15;0,770528247;;;;;35;;;111,44;11,08;69522,71;32023,2;10470,7;27028,81;3454;15249723;;;853;1551,51;2940;2321;619;45,73;78,95;50
Nova Independência;2010;19089,2;-0,193859249;;;;;37;0,735;3,96;111,61;11,51;56388,17;26147,99;2534,09;27706,09;3783;17752293;;;1231;1620,35;3058;2438;620;45,93;79,73;40
Nova Independência;2011;23121,75;0,239370153;;;;;31;;;110,27;11,77;69293,99;35529,24;3259,2;30505,56;4203;21586926;;;1195;1762,02;3129;2513;616;47,25;80,31;54
Nova Independência;2012;21377,92;-0,054144581;;;;;34;;;103,79;12,04;64610,82;25009,76;4543,35;35057,71;4544;;;;1328;1926,61;3201;2590;611;48,69;80,91;43
Nova Independência;2013;23254,37;0,112922254;;;;;39;;;106,03;12,32;70979,14;20814,31;7319,19;42845,64;4582;;;;1390;2188,64;3275;2668;607;50,21;81,47;65
Nova Independência;2014;25236,47;0,110750983;;;;1657925;28;;;109,8;12,61;78074,32;15227,58;15390,78;47455,96;4994;;;;1393;2344,69;3352;2749;603;51,64;82,01;
Nova Independência;2015;;;;;;;35;;;104,67;12,94;;;;;4998;;;;1298;2677,77;3429;2831;598;53,55;82,56;
Nova Independência;2016;;;;;;;0;;;106,47;13,16;;;;;;;;;;;3488;2898;590;55,8;83,08;
Nova Luzitânia;2000;;;;;;;0;0,663;2,88;;37,15;;;;;;8371713;;;147;489,96;2748;2287;461;44,22;83,22;
Nova Luzitânia;2001;;;;;;;17;;;;38,12;;;;;2115;9040425;;;151;486,35;2820;2359;461;45,09;83,65;50
Nova Luzitânia;2002;4260,97;;;;;;13;;;;38,98;11904,71;3866,2;769,09;7269,42;2173;9943830;;;166;627,51;2884;2430;454;45,93;84,26;52
Nova Luzitânia;2003;4435,03;0,061421768;;;;;26;;;;39,75;12608,65;3712,02;933,69;7962,95;2336;7963477;;;173;677,23;2941;2503;438;47,37;85,11;53
Nova Luzitânia;2004;4292,49;-0,010749473;;;;;28;;;;40,63;12467,28;3296,09;728,61;8442,57;2529;8068708;;;192;686,25;3006;2578;428;48,8;85,76;40
Nova Luzitânia;2005;4730,74;0,126661407;;;;;12;;;;41,54;14118,04;3125,01;1279,38;9713,65;2723;8693210;;;212;760,29;3073;2656;417;50,14;86,43;50
Nova Luzitânia;2006;5372,09;0,159960131;;;;;24;;;;42,43;16306,76;4100,3;1155,8;11050,66;2941;12499217;;;205;889,57;3139;2736;403;51,74;87,16;
Nova Luzitânia;2007;6025,24;0,146593813;;;;;17;;;87,31;43,38;18673,61;4231,91;1224,47;13217,23;3159;12544334;;;239;950,83;3209;2818;391;53,39;87,82;20
Nova Luzitânia;2008;6945,81;0,180445824;;;;;46;;;94,69;44,42;21878,36;4475,68;1456,74;15945,94;3430;19395855;;;251;976,12;3286;2903;383;55,01;88,34;27
Nova Luzitânia;2009;7918,9;0,167160593;;;;;62;;;99,78;45,47;25970,98;5979,74;1836,54;18154,7;3506;13841932;;;277;1140,64;3364;2991;373;56,6;88,91;25
Nova Luzitânia;2010;8122,34;0,047337793;;;;;27;0,743;4,65;92,49;46,38;27082,67;5811,73;2172,09;19098,85;3695;14345670;;;265;1314,12;3435;3082;353;59,35;89,72;38
Nova Luzitânia;2011;8840,02;0,109271181;;;;;9;;;98,02;47,27;30092,89;5971,94;2682,53;21438,43;3710;15067643;;;313;1243,59;3501;3158;343;61,26;90,2;43
Nova Luzitânia;2012;8971,9;0,034342082;;;;;9;;;92,53;48,18;30890,99;4644,7;2779,52;23466,78;3957;;;;329;1367,42;3568;3234;334;63,03;90,64;41
Nova Luzitânia;2013;10087,09;0,14604008;;;;;27;;;99,34;49,11;35643,09;4484,01;3423,66;27735,42;4104;;;;353;1463,2;3637;3313;324;65,34;91,09;41
Nova Luzitânia;2014;9919,06;0,002267303;;;;;18;;;91,39;50,05;35727,03;2684,45;2951,96;30090,62;4369;;;;323;1714,95;3707;3392;315;67,76;91,5;
Nova Luzitânia;2015;;;;;;;17;;;86,78;51,18;;;;;4117;;;;277;1877,45;3778;3471;307;69,96;91,87;
Nova Luzitânia;2016;;;;;;;0;;;86,44;51,88;;;;;;;;;;;3830;3533;297;72,9;92,25;
Nova Odessa;2000;;;;;;;0;0,705;5,41;;572,83;;;;;;85083733;;;10782;843,91;41987;41028;959;32,06;97,72;
Nova Odessa;2001;;;;;;;941;;;;586,73;;;;;211534;...;;;10796;857,29;43007;42049;958;33,72;97,77;661
Nova Odessa;2002;13351,84;;;;;;1091;;;;600,07;487740,39;6217,55;257975,98;223546,86;214922;96728051;;;11460;970,94;43985;43042;943;35,42;97,86;633
Nova Odessa;2003;15400,94;0,178251062;;;77503727;;1174;;;;612,96;586330,93;6000,5;329949,24;250381,19;233539;91587274;;;12256;1065,3;44930;44001;929;37,24;97,93;681
Nova Odessa;2004;17636,44;0,168602207;;;89313614;30432060;1059;;;;625,51;679917,18;5632,89;397424,63;276859,66;262611;...;;;13546;1163,38;45850;44935;915;39,19;98;683
Nova Odessa;2005;17820,97;0,03040779;;;88684592;32055442;853;;;;637,86;710618,75;5819,77;402482,83;302316,16;271620;103669221;;;13627;1291,91;46755;45854;901;41,17;98,07;631
Nova Odessa;2006;19528,93;0,117191418;;;105523999;46063081;1038;;;;650,29;780041,85;7030,34;427564,77;345446,74;294350;111901936;;;14520;1313,35;47666;46779;887;43,29;98,14;
Nova Odessa;2007;20940,17;0,092104961;;;102637267;54559491;942;;;107,39;662,32;857562,3;6947,33;472733,19;377881,79;315767;115817019;;;16105;1397,98;48548;47675;873;45,56;98,2;558
Nova Odessa;2008;22638,73;0,10026633;;;103194854;65919169;885;;;106,27;674,05;931912,14;6744,2;504512,53;420655,4;324430;134310327;50;1,01;16348;1624,14;49408;48548;860;47,88;98,26;590
Nova Odessa;2009;26434,86;0,188504125;0;;60607072;46474594;1103;;;106,46;686,07;1115348,55;11297,55;515972;588079;299452;128282063;50;0,99;16358;1627,81;50289;49442;847;50,36;98,32;578
Nova Odessa;2010;31245,62;0,202410394;;7569117,01;105029642;73706620;959;0,791;9,56;104,72;688,35;1342215,65;3012,57;630384,17;708818,91;325269;137893836;50;0,98;17819;1773,83;51158;50324;834;52,99;98,37;749
Nova Odessa;2011;35247,33;0,144147621;0;;135542646;88719784;1222;;;106,05;698,16;1542681,06;7300,84;728749,02;806631,2;341477;159994218;50;0,96;18584;1880,73;51887;51041;846;55,95;98,37;636
Nova Odessa;2012;37718,24;0,085384252;14,94;;112712112;92331066;1026;;;106,89;708,13;1668793,52;7474,81;705492,68;955826,04;345449;;53;1,01;18407;2089,55;52628;51770;858;59,01;98,37;672
Nova Odessa;2013;42978,98;0,155713441;;512000;117986965;89506968;1221;;;109,78;718,22;1941583,84;10672,06;740979,65;1189932,14;371178;;53;0,99;19748;2287,62;53378;52508;870;62,3;98,37;658
Nova Odessa;2014;45808,11;0,081020984;6,69;;91389093;81107999;1110;;;109,53;728,46;2114915,07;11238,16;763082,71;1340594,21;371841;;53;0,98;19459;2467,98;54139;53257;882;65,77;98,37;
Nova Odessa;2015;;;7,2;;71754456;91021700;1237;;;107,33;744,15;;;;;349038;;53;0,97;18446;2595,75;54911;54016;895;69,41;98,37;
Nova Odessa;2016;;;7,2;;;;0;;;105,21;752,45;;;;;;;53;0,95;;;55523;54618;905;72,79;98,37;
Novais;2000;;;;;;;0;0,593;0,77;;27,57;;;;;;11861064;;;230;422,98;3224;2668;556;41,59;82,75;
Novais;2001;;;;;;;22;;;;28,55;;;;;3639;12270712;;;288;425,65;3338;2777;561;41,66;83,19;64
Novais;2002;8286,27;;;;;;19;;;;29,6;28273,45;16118,59;1832,41;10322,46;3713;11787293;;;294;462,8;3461;2905;556;41,81;83,94;53
Novais;2003;7830,81;-0,017830263;;;;;28;;;;30,76;27732,16;15928,36;1247,79;10556;3992;8879031;;;270;524,74;3597;3039;558;42,1;84,49;65
Novais;2004;6696,52;-0,112992244;;;;;28;;;;31,91;24637,4;12624,67;1083;10929,74;4234;9459301;;;270;645,27;3731;3179;552;42,77;85,21;53
Novais;2005;9007,68;0,390555508;;;;;23;;;;32,99;34576,11;18964,59;1601,75;14009,76;4221;10823621;;;305;739,73;3857;3326;531;42,66;86,23;64
Novais;2006;7433,56;-0,148222185;;;;;22;;;;34,05;29068,87;14312,88;1122,74;13633,25;4800;12186216;;;312;865,67;3981;3480;501;42,75;87,42;
Novais;2007;7469,69;0,038430697;;;;;25;;;91,87;35,18;29943,45;13423,39;1144,41;15375,65;5097;12560614;;;305;933,72;4114;3641;473;43,02;88,5;57
Novais;2008;7234,5;0,002650154;;;;;23;;;87,78;36,42;30039,81;11657,29;1014,58;17367,94;5221;15623334;;;325;1012,3;4259;3809;450;43,45;89,43;59
Novais;2009;10343,35;0,479072418;;;;;14;;;93,65;37,68;45295,7;22870,96;1513,43;20911,32;5594;14211587;;;344;1119,08;4406;3985;421;44,24;90,44;49
Novais;2010;8971,68;-0,09875215;;;;;18;0,719;3,13;93,52;38,87;40294,91;17151,32;1828,48;21315,12;4572;14607389;;;339;1271,26;4578;4168;410;44,64;91,04;62
Novais;2011;9613,38;0,094696508;;;;;23;;;92,72;39,71;44092,1;18105,29;2500,43;23486,38;4601;15659843;;;367;1286,31;4677;4276;401;44,96;91,43;46
Novais;2012;10982,16;0,16705255;;;;;29;;;96,66;40,57;51511,79;22607,39;2189,5;26714,91;4778;;;;309;1399,04;4778;4384;394;45,31;91,75;61
Novais;2013;10254,08;-0,046169098;;;;;23;;;88,06;41,45;49204,15;17216,85;2219,02;29768,29;4816;;;;351;1473,82;4881;4493;388;45,66;92,05;46
Novais;2014;9115,42;-0,091921221;;;;;15;;;83,43;42,34;44487,37;9251,55;1380,28;33855,54;4986;;;;438;1619,52;4986;4602;384;46,22;92,3;
Novais;2015;;;;;;;24;;;77,23;43,25;;;;;4735;;;;428;1679,44;5094;4713;381;46,9;92,52;
Novais;2016;;;;;;;0;;;80,23;43,93;;;;;;;;;;;5174;4796;378;47,87;92,69;
Novo Horizonte;2000;;;;;;;0;0,679;7,09;;34,74;;;;;;54773271;;;4261;591,65;32413;28900;3513;50,28;89,16;
Novo Horizonte;2001;;;;;;;306;;;;35,26;;;;;38508;...;;;4746;619,64;32891;29350;3541;52,02;89,23;400
Novo Horizonte;2002;8201,42;;;;;;409;;;;35,68;259092,02;90077,88;40096,98;128917,16;39781;53105091;;;5095;652,68;33290;29835;3455;53,81;89,62;395
Novo Horizonte;2003;8719,53;0,07591574;;;76296;;554;;;;36,11;276115,62;84934,03;43895,88;147285,7;42194;48534746;;;5006;777,95;33689;30328;3361;55,66;90,02;402
Novo Horizonte;2004;7866,27;-0,086341875;;;4177770;;671;;;;36,57;255727,8;66636,2;37825,45;151266,15;42965;52546840;;;6478;846;34119;30829;3290;57,6;90,36;377
Novo Horizonte;2005;9424,77;0,212733094;;;12719522;315123;760;;;;37,02;311580,96;79978,19;57475,37;174127,39;46081;58698650;;;5949;968,13;34535;31338;3197;59,62;90,74;389
Novo Horizonte;2006;12483,23;0,339317758;;;23415906;;708;;;;37,43;408654,73;110413,25;66460,11;231781,37;48216;69565439;;;7188;1057,48;34921;31856;3065;61,74;91,22;
Novo Horizonte;2007;10715,61;-0,132210092;;;27569598;149150;704;;;87,34;37,84;354087,92;67548,53;56740,59;229798,8;52814;77473975;;;7926;1239,5;35303;32382;2921;63,9;91,73;323
Novo Horizonte;2008;12119,91;0,14437981;;;25658454;120414;679;;;89,84;38,29;406584,89;85987,28;58864,56;261733,04;53120;106373684;124;3,47;6505;1329,81;35719;32917;2802;66,12;92,16;260
Novo Horizonte;2009;13999,47;0,168242295;;;19003993;28255;656;;;96,83;38,72;481164,43;108430,04;78080,99;294653,4;57305;92975322;124;3,43;8153;1399,24;36126;33461;2665;68,43;92,62;321
Novo Horizonte;2010;15797,96;0,141900204;;;46744343;84060;594;0,753;9,37;97,72;39,24;533890;96012,86;104817,25;333059,89;61297;95756209;105;2,87;8052;1509,17;36556;34014;2542;70,85;93,05;346
Novo Horizonte;2011;17559,36;0,119188343;;;31513591;14669;455;;;96,34;39,51;598434,82;102319,45;115461,09;380654,28;66081;102246056;105;2,85;8519;1649,6;36809;34300;2509;73,62;93,18;338
Novo Horizonte;2012;19485,25;0,117366168;;;20826920;55931;515;;;97,01;39,78;677591,19;116937,09;129474,15;431179,95;71269;;105;2,83;9096;1984,21;37064;34582;2482;76,59;93,3;361
Novo Horizonte;2013;21099,72;0,090335312;11,29;;32574916;39691;450;;;100,29;40,06;735345,62;103581,97;129898,61;501865,05;75024;;105;2,81;9896;1999,05;37320;34858;2462;79,59;93,4;397
Novo Horizonte;2014;21742,07;0,037567124;0;;15625975;104772;347;;;100,25;40,33;766371,82;91473,61;131893,56;543004,64;68256;;105;2,79;8688;2002,85;37578;35130;2448;82,75;93,49;
Novo Horizonte;2015;;;;;10019845;61605;357;;;100,68;40,61;;;;;68089;;105;2,77;10702;2411,32;37838;35400;2438;86,04;93,56;
Novo Horizonte;2016;;;;;;;0;;;101,44;40,85;;;;;;;105;2,76;;;38059;35629;2430;89,19;93,62;
Nuporanga;2000;;;;;;;0;0,643;4,65;;18,17;;;;;;23563932;;;1412;486,18;6304;5069;1235;43,21;80,41;
Nuporanga;2001;;;;;;;39;;;;18,33;;;;;28294;22117511;;;1672;508,14;6361;5170;1191;44,66;81,28;60
Nuporanga;2002;14232,27;;;;;;58;;;;18,5;87013,9;39994,22;13692,81;33326,87;30975;22672778;;;1584;570,71;6418;5274;1144;46,79;82,18;75
Nuporanga;2003;14335,81;0,015435934;;;1994635;;73;;;;18,65;87756,32;36554,56;16288,47;34913,29;34259;...;;;1763;637,34;6470;5380;1090;48,59;83,15;74
Nuporanga;2004;17390,96;0,222675746;;;280247;252616;75;;;;18,79;106091,18;37374,01;28771,07;39946,1;33715;19357703;;;1903;674,77;6521;5488;1033;50,41;84,16;63
Nuporanga;2005;18786,13;0,088672389;;;13258625;7954;69;;;;18,94;116368,63;36753,94;34831,09;44783,6;35467;18505807;;;2316;740,16;6572;5598;974;52,63;85,18;91
Nuporanga;2006;21702,7;0,163161337;;;10907905;;76;;;;19,07;134917,86;47029,27;35037,6;52850,98;35855;24516582;;;2353;824,66;6617;5710;907;54,9;86,29;
Nuporanga;2007;25032,25;0,161783261;;;20779360;892644;93;;;94,99;19,21;160255,37;81583,24;24390,44;54281,69;37742;27744579;;;2907;836,03;6665;5824;841;57,48;87,38;96
Nuporanga;2008;23008,58;-0,074774666;;;66386060;4100759;100;;;94,97;19,34;143258,64;40527,23;37774,73;64956,69;45366;28468283;;;3777;894,22;6709;5941;768;59,61;88,55;62
Nuporanga;2009;28810,17;0,260734639;;;64405279;;95;;;96,61;19,47;183341,65;65675,4;45147,03;72519,22;51134;26664725;;;3833;924,03;6755;6060;695;62,36;89,71;100
